# expressivity.csv — ts=2026-09-02T19:54:06Z; git=9b818f3-dirty; clean=no(103); cpu=Intel(R) Xeon(R) 6975P-C; cores=16; mem=247GiB; os=Linux 6.17.0-1019-aws; jvm=OpenJDK 64-Bit Server VM 21.0.12 (Ubuntu); heap=24.0GiB; scala=3.8.1; sbt=2.0.8; build=scalac 3.8.1 -source:3.3 -feature -explain; tools=z3=Z3 version 5.1.0 - 64 bit  vampire=Vampire 5.1.0 (Release build, commit 7b2f410 on 2026-08-13 10:17:34 +0200)  egglog=egglog 3.0.0_2026-09-02_e5dea2d5; literalByRef=true patriciaOps=true; target=100000; bank=100; seed=12345
uniqueOut,entropy,nEmpty,nSpace,nPath,respSpace,respPath,respFrac,avgSize,nodes
1,0.0000,100,2,2,0,0,0.0000,0.000,29
1,0.0000,100,3,1,0,0,0.0000,0.000,15
2,0.8415,73,1,0,1,0,1.0000,0.270,18
1,0.0000,100,2,2,0,0,0.0000,0.000,45
1,0.0000,0,2,0,0,0,0.0000,1.000,18
2,0.0808,99,1,2,0,0,0.0000,0.010,35
99,6.6239,0,2,2,1,1,0.5000,24.230,13
1,0.0000,100,3,2,0,0,0.0000,0.000,37
35,3.9880,33,1,1,0,1,0.5000,0.670,37
1,0.0000,100,3,2,0,0,0.0000,0.000,17
1,0.0000,100,3,1,0,0,0.0000,0.000,29
37,4.1847,31,3,0,1,0,0.3333,1.070,12
1,0.0000,100,1,1,0,0,0.0000,0.000,30
30,2.2775,71,2,0,2,0,1.0000,2.790,20
1,0.0000,100,2,1,0,0,0.0000,0.000,66
99,6.6239,0,1,2,1,1,0.6667,7.980,33
1,0.0000,100,3,1,0,0,0.0000,0.000,19
1,0.0000,0,1,0,0,0,0.0000,1.000,21
2,0.7950,76,3,1,1,0,0.2500,0.240,23
1,0.0000,100,1,2,0,0,0.0000,0.000,337
9,0.9234,87,1,0,1,0,1.0000,0.150,25
5,1.5857,66,1,2,0,1,0.3333,0.340,16
12,1.0573,86,1,0,1,0,1.0000,0.170,22
2,0.0808,99,3,0,1,0,0.3333,0.010,22
1,0.0000,100,2,1,0,0,0.0000,0.000,35
37,4.1548,35,2,2,0,1,0.2500,2.600,41
1,0.0000,100,1,2,0,0,0.0000,0.000,102
1,0.0000,100,3,0,0,0,0.0000,0.000,41
1,0.0000,100,2,1,0,0,0.0000,0.000,61
1,0.0000,100,3,1,0,0,0.0000,0.000,47
1,0.0000,100,1,1,0,0,0.0000,0.000,32
1,0.0000,100,3,0,0,0,0.0000,0.000,22
15,2.3616,56,1,2,1,0,0.3333,0.580,15
1,0.0000,100,3,2,0,0,0.0000,0.000,32
98,6.6039,0,2,0,1,0,0.5000,5.090,95
1,0.0000,100,3,0,0,0,0.0000,0.000,23
98,6.6039,0,1,2,1,0,0.3333,4.750,15
1,0.0000,100,1,0,0,0,0.0000,0.000,82
1,0.0000,100,2,0,0,0,0.0000,0.000,44
1,0.0000,100,2,1,0,0,0.0000,0.000,27
1,0.0000,100,3,2,0,0,0.0000,0.000,35
1,0.0000,100,3,1,0,0,0.0000,0.000,24
1,0.0000,100,1,0,0,0,0.0000,0.000,33
1,0.0000,100,2,1,0,0,0.0000,0.000,15
1,0.0000,100,1,2,0,0,0.0000,0.000,37
1,0.0000,100,2,2,0,0,0.0000,0.000,48
32,3.8955,0,3,2,0,2,0.4000,1.450,32
32,3.7743,0,3,0,2,0,0.6667,1.970,21
1,0.0000,100,1,2,0,0,0.0000,0.000,13
1,0.0000,100,3,2,0,0,0.0000,0.000,24
1,0.0000,100,3,2,0,0,0.0000,0.000,27
1,0.0000,100,2,1,0,0,0.0000,0.000,34
1,0.0000,100,3,0,0,0,0.0000,0.000,37
10,1.2335,81,1,1,0,1,0.5000,0.480,17
5,0.9839,79,2,1,1,0,0.3333,0.220,47
1,0.0000,100,2,2,0,0,0.0000,0.000,37
1,0.0000,100,3,1,0,0,0.0000,0.000,19
67,5.2542,26,3,0,2,0,0.6667,1.700,20
2,0.4022,92,2,1,1,0,0.3333,0.080,16
88,6.3198,2,3,0,1,0,0.3333,3.280,15
58,5.4387,0,1,2,1,0,0.3333,3.630,13
1,0.0000,100,1,0,0,0,0.0000,0.000,45
14,1.0385,87,3,1,1,1,0.5000,0.580,23
1,0.0000,100,1,0,0,0,0.0000,0.000,72
1,0.0000,100,1,1,0,0,0.0000,0.000,12
58,4.3591,42,1,2,1,0,0.3333,1.630,17
1,0.0000,100,3,2,0,0,0.0000,0.000,21
1,0.0000,0,1,0,0,0,0.0000,1.000,69
3,0.3664,94,3,0,2,0,0.6667,0.060,69
1,0.0000,100,2,0,0,0,0.0000,0.000,18
2,0.2864,95,1,1,0,1,0.5000,0.050,41
1,0.0000,100,3,1,0,0,0.0000,0.000,51
1,0.0000,100,1,1,0,0,0.0000,0.000,18
1,0.0000,100,3,2,0,0,0.0000,0.000,18
30,3.3117,41,1,0,1,0,1.0000,0.820,14
13,3.2857,0,2,0,1,0,0.5000,2.540,38
4,0.8339,84,1,1,1,0,0.5000,0.170,88
15,2.1271,7,2,1,1,1,0.6667,1.190,38
1,0.0000,100,2,1,0,0,0.0000,0.000,25
1,0.0000,100,3,0,0,0,0.0000,0.000,24
1,0.0000,100,1,0,0,0,0.0000,0.000,16
1,0.0000,100,3,0,0,0,0.0000,0.000,15
1,0.0000,100,2,2,0,0,0.0000,0.000,16
1,0.0000,100,1,1,0,0,0.0000,0.000,35
2,0.0808,99,1,2,0,0,0.0000,0.010,24
4,0.2419,97,2,0,1,0,0.5000,0.160,19
1,0.0000,100,1,2,0,0,0.0000,0.000,38
2,0.3659,93,2,2,0,0,0.0000,0.140,59
1,0.0000,100,2,2,0,0,0.0000,0.000,19
1,0.0000,100,2,0,0,0,0.0000,0.000,37
1,0.0000,100,3,0,0,0,0.0000,0.000,18
6,0.5746,92,3,0,1,0,0.3333,1.920,59
1,0.0000,100,2,1,0,0,0.0000,0.000,32
1,0.0000,100,3,1,0,0,0.0000,0.000,24
1,0.0000,100,3,2,0,0,0.0000,0.000,32
9,2.1416,52,2,0,1,0,0.5000,0.520,19
2,0.9815,58,1,2,1,1,0.6667,0.840,55
15,2.1961,62,3,2,0,1,0.2000,0.380,12
1,0.0000,100,2,2,0,0,0.0000,0.000,42
1,0.0000,100,3,1,0,0,0.0000,0.000,25
1,0.0000,100,3,0,0,0,0.0000,0.000,36
1,0.0000,100,1,0,0,0,0.0000,0.000,15
8,0.8520,88,1,1,1,0,0.5000,0.350,26
98,6.6039,0,3,1,1,0,0.2500,4.260,22
2,0.1414,98,2,0,1,0,0.5000,0.020,44
1,0.0000,100,1,1,0,0,0.0000,0.000,34
1,0.0000,100,2,0,0,0,0.0000,0.000,13
1,0.0000,100,2,0,0,0,0.0000,0.000,45
1,0.0000,100,1,1,0,0,0.0000,0.000,26
2,0.8932,31,1,2,1,0,0.3333,0.690,29
1,0.0000,100,2,0,0,0,0.0000,0.000,16
2,0.7015,81,3,2,0,1,0.2000,0.190,36
1,0.0000,100,3,2,0,0,0.0000,0.000,179
1,0.0000,0,2,0,0,0,0.0000,1.000,18
1,0.0000,100,1,2,0,0,0.0000,0.000,61
1,0.0000,100,2,2,0,0,0.0000,0.000,35
1,0.0000,100,1,0,0,0,0.0000,0.000,49
1,0.0000,0,2,0,0,0,0.0000,1.000,37
1,0.0000,100,3,1,0,0,0.0000,0.000,83
1,0.0000,100,2,1,0,0,0.0000,0.000,24
1,0.0000,100,1,1,0,0,0.0000,0.000,18
1,0.0000,100,3,0,0,0,0.0000,0.000,17
1,0.0000,100,1,1,0,0,0.0000,0.000,13
1,0.0000,100,1,0,0,0,0.0000,0.000,28
1,0.0000,100,2,1,0,0,0.0000,0.000,16
1,0.0000,100,2,0,0,0,0.0000,0.000,39
15,2.0506,63,2,2,0,1,0.2500,0.370,22
1,0.0000,100,3,1,0,0,0.0000,0.000,33
98,6.6039,0,2,0,1,0,0.5000,4.380,19
1,0.0000,100,2,1,0,0,0.0000,0.000,42
1,0.0000,100,3,0,0,0,0.0000,0.000,32
1,0.0000,100,1,1,0,0,0.0000,0.000,23
27,2.6021,62,1,2,1,0,0.3333,0.710,41
1,0.0000,0,2,2,0,0,0.0000,1.000,26
97,6.5763,3,2,1,1,1,0.6667,4.300,35
4,0.3625,95,3,1,0,1,0.2500,0.050,32
34,4.1930,19,1,1,0,1,0.5000,0.810,13
5,0.3825,95,2,1,0,1,0.3333,0.050,53
27,4.4027,5,3,0,1,0,0.3333,2.100,24
1,0.0000,100,3,0,0,0,0.0000,0.000,32
5,0.6968,89,2,1,0,1,0.3333,0.110,33
1,0.0000,100,2,0,0,0,0.0000,0.000,13
1,0.0000,100,1,0,0,0,0.0000,0.000,26
46,4.8726,0,2,2,0,1,0.2500,1.000,17
13,3.1583,0,2,1,1,0,0.3333,2.950,42
4,1.6127,55,3,0,1,0,0.3333,0.500,25
1,0.0000,100,2,2,0,0,0.0000,0.000,23
1,0.0000,100,3,1,0,0,0.0000,0.000,19
98,6.6039,0,1,0,1,0,1.0000,4.380,19
99,6.6239,0,1,1,1,1,1.0000,8.440,14
1,0.0000,100,1,2,0,0,0.0000,0.000,24
95,6.5363,2,3,2,1,0,0.2000,3.820,39
1,0.0000,100,3,0,0,0,0.0000,0.000,40
1,0.0000,100,3,2,0,0,0.0000,0.000,46
9,1.0517,84,2,1,1,1,0.6667,0.160,25
1,0.0000,100,1,1,0,0,0.0000,0.000,22
2,0.3659,7,1,0,1,0,1.0000,0.930,25
46,4.8726,0,2,1,0,1,0.3333,2.000,21
1,0.0000,100,3,1,0,0,0.0000,0.000,32
1,0.0000,100,1,1,0,0,0.0000,0.000,36
1,0.0000,100,2,0,0,0,0.0000,0.000,35
10,1.2335,81,3,1,0,1,0.2500,0.190,13
1,0.0000,100,3,0,0,0,0.0000,0.000,26
45,4.7241,19,3,2,1,1,0.4000,0.810,17
1,0.0000,100,2,1,0,0,0.0000,0.000,14
1,0.0000,100,2,1,0,0,0.0000,0.000,19
1,0.0000,100,1,0,0,0,0.0000,0.000,37
1,0.0000,100,2,1,0,0,0.0000,0.000,26
2,0.2423,96,1,0,1,0,1.0000,0.040,13
1,0.0000,100,3,1,0,0,0.0000,0.000,14
46,4.8726,0,2,2,0,1,0.2500,2.000,15
98,6.6039,0,1,2,1,0,0.3333,4.380,39
1,0.0000,100,1,2,0,0,0.0000,0.000,12
1,0.0000,100,2,0,0,0,0.0000,0.000,43
46,4.8726,0,2,2,0,1,0.2500,1.000,25
48,4.5897,29,2,0,2,0,1.0000,2.820,40
14,1.3231,82,2,0,1,0,0.5000,0.220,22
1,0.0000,100,2,1,0,0,0.0000,0.000,21
1,0.0000,100,1,1,0,0,0.0000,0.000,21
57,4.2417,44,1,1,1,0,0.5000,1.340,18
1,0.0000,100,1,0,0,0,0.0000,0.000,65
1,0.0000,100,1,1,0,0,0.0000,0.000,65
2,0.7602,78,3,0,1,0,0.3333,0.220,33
1,0.0000,100,2,2,0,0,0.0000,0.000,23
1,0.0000,100,2,1,0,0,0.0000,0.000,30
8,2.2105,52,3,0,1,0,0.3333,0.530,80
80,5.7215,21,3,0,1,0,0.3333,3.700,45
1,0.0000,100,3,2,0,0,0.0000,0.000,42
1,0.0000,100,3,2,0,0,0.0000,0.000,39
1,0.0000,100,2,2,0,0,0.0000,0.000,31
1,0.0000,100,3,1,0,0,0.0000,0.000,14
98,6.6039,0,1,0,1,0,1.0000,7.850,24
1,0.0000,100,2,0,0,0,0.0000,0.000,50
98,6.6039,0,2,1,1,0,0.3333,5.110,34
3,0.1614,98,2,2,0,0,0.0000,0.020,47
1,0.0000,100,1,0,0,0,0.0000,0.000,26
1,0.0000,100,3,1,0,0,0.0000,0.000,48
5,0.5422,92,2,0,1,0,0.5000,0.080,39
17,1.5639,79,1,1,1,0,0.5000,0.400,15
1,0.0000,100,1,1,0,0,0.0000,0.000,25
1,0.0000,100,3,2,0,0,0.0000,0.000,27
1,0.0000,0,3,0,0,0,0.0000,1.000,53
1,0.0000,100,2,0,0,0,0.0000,0.000,33
1,0.0000,100,1,2,0,0,0.0000,0.000,147
1,0.0000,0,1,0,0,0,0.0000,2.000,36
34,2.5796,67,1,0,1,0,1.0000,1.850,23
1,0.0000,100,1,0,0,0,0.0000,0.000,19
2,0.0808,99,3,1,0,0,0.0000,0.010,52
1,0.0000,100,2,2,0,0,0.0000,0.000,59
1,0.0000,100,3,0,0,0,0.0000,0.000,50
12,1.5367,76,2,2,0,1,0.2500,0.240,21
1,0.0000,100,3,1,0,0,0.0000,0.000,15
43,4.2413,37,3,1,0,1,0.2500,0.630,51
1,0.0000,100,3,2,0,0,0.0000,0.000,22
46,4.8726,0,3,1,0,1,0.2500,4.000,51
1,0.0000,100,1,2,0,0,0.0000,0.000,13
2,0.8415,27,1,0,1,0,1.0000,0.730,51
98,6.6039,0,1,2,1,0,0.3333,4.380,62
28,2.5332,0,2,0,1,0,0.5000,1.520,53
4,0.3023,96,2,2,0,1,0.2500,0.040,30
1,0.0000,100,1,2,0,0,0.0000,0.000,22
4,1.4450,64,2,1,0,1,0.3333,0.580,40
1,0.0000,100,1,2,0,0,0.0000,0.000,22
95,6.5439,0,3,1,1,0,0.2500,2.680,28
2,0.4999,89,1,0,1,0,1.0000,0.110,27
1,0.0000,100,1,0,0,0,0.0000,0.000,57
14,3.3614,0,1,0,1,0,1.0000,2.710,54
35,3.7116,41,3,0,2,0,0.6667,0.950,25
2,0.4022,92,2,0,1,0,0.5000,0.080,31
1,0.0000,100,2,2,0,0,0.0000,0.000,20
46,4.8726,0,2,1,0,1,0.3333,1.000,15
1,0.0000,100,3,0,0,0,0.0000,0.000,49
2,0.3659,93,1,0,1,0,1.0000,0.070,66
1,0.0000,100,3,2,0,0,0.0000,0.000,55
1,0.0000,100,3,1,0,0,0.0000,0.000,15
1,0.0000,100,2,0,0,0,0.0000,0.000,19
1,0.0000,100,3,2,0,0,0.0000,0.000,36
1,0.0000,100,1,2,0,0,0.0000,0.000,25
96,6.5639,0,3,2,1,0,0.2000,21.290,24
1,0.0000,100,2,2,0,0,0.0000,0.000,45
1,0.0000,100,3,0,0,0,0.0000,0.000,155
1,0.0000,100,3,0,0,0,0.0000,0.000,45
59,4.4273,41,1,2,1,0,0.3333,4.040,13
1,0.0000,0,3,0,0,0,0.0000,1.000,19
98,6.6039,0,1,1,1,1,1.0000,4.880,49
2,0.0808,99,3,0,0,0,0.0000,0.010,112
3,0.1614,98,3,2,0,1,0.2000,0.020,77
1,0.0000,100,1,1,0,0,0.0000,0.000,29
42,4.8248,4,1,2,1,0,0.3333,1.700,18
5,1.0610,81,1,1,0,1,0.5000,0.230,20
16,1.2543,84,1,2,1,0,0.3333,0.270,21
84,6.2473,0,1,1,1,0,0.5000,1.840,37
2,0.9710,60,3,2,1,0,0.2000,0.400,17
1,0.0000,100,3,1,0,0,0.0000,0.000,25
14,1.0385,87,2,2,1,0,0.2500,0.900,26
1,0.0000,100,3,2,0,0,0.0000,0.000,47
6,1.5323,65,1,0,1,0,1.0000,0.350,47
1,0.0000,100,3,0,0,0,0.0000,0.000,33
96,6.5563,0,2,2,1,0,0.2500,4.050,15
96,6.5563,0,2,0,1,0,0.5000,4.050,17
98,6.6039,0,2,0,1,0,0.5000,5.570,24
35,4.0524,29,1,2,0,1,0.3333,0.710,46
1,0.0000,100,3,0,0,0,0.0000,0.000,16
16,2.2215,59,2,2,2,0,0.5000,0.410,30
1,0.0000,100,2,2,0,0,0.0000,0.000,13
14,1.3810,81,1,1,0,1,0.5000,0.190,26
1,0.0000,100,3,0,0,0,0.0000,0.000,24
1,0.0000,100,3,0,0,0,0.0000,0.000,20
2,0.5574,87,2,2,1,0,0.2500,0.130,27
6,0.9343,84,1,2,0,1,0.3333,0.160,29
1,0.0000,100,1,0,0,0,0.0000,0.000,13
1,0.0000,100,2,0,0,0,0.0000,0.000,28
1,0.0000,100,3,0,0,0,0.0000,0.000,46
1,0.0000,100,2,2,0,0,0.0000,0.000,19
1,0.0000,100,3,1,0,0,0.0000,0.000,58
96,6.5563,0,2,0,1,0,0.5000,4.420,15
1,0.0000,100,1,0,0,0,0.0000,0.000,34
1,0.0000,100,3,1,0,0,0.0000,0.000,34
1,0.0000,100,2,2,0,0,0.0000,0.000,44
1,0.0000,100,1,2,0,0,0.0000,0.000,26
1,0.0000,100,1,2,0,0,0.0000,0.000,32
1,0.0000,100,2,1,0,0,0.0000,0.000,15
1,0.0000,100,3,1,0,0,0.0000,0.000,18
1,0.0000,100,2,2,0,0,0.0000,0.000,76
1,0.0000,100,2,0,0,0,0.0000,0.000,15
1,0.0000,100,1,2,0,0,0.0000,0.000,19
37,3.9560,30,2,2,1,0,0.2500,1.080,15
2,0.9974,53,3,2,1,0,0.2000,0.470,33
2,0.9507,63,2,2,0,1,0.2500,0.370,40
2,0.3659,93,2,1,1,0,0.3333,0.070,19
1,0.0000,100,1,2,0,0,0.0000,0.000,17
96,6.5639,0,3,0,1,0,0.3333,4.100,21
1,0.0000,100,1,0,0,0,0.0000,0.000,19
2,0.0808,1,2,0,1,0,0.5000,0.990,20
1,0.0000,0,3,2,0,0,0.0000,1.000,34
96,6.5563,0,3,0,1,0,0.3333,4.050,35
1,0.0000,100,2,1,0,0,0.0000,0.000,34
1,0.0000,100,3,2,0,0,0.0000,0.000,24
2,0.4690,90,3,2,0,0,0.0000,0.100,13
1,0.0000,0,2,1,0,0,0.0000,1.000,13
1,0.0000,100,2,1,0,0,0.0000,0.000,17
46,4.8726,0,2,2,0,1,0.2500,1.000,21
1,0.0000,100,2,2,0,0,0.0000,0.000,13
46,4.8726,0,3,1,0,1,0.2500,1.000,26
1,0.0000,100,1,1,0,0,0.0000,0.000,160
38,3.8464,38,1,1,1,0,0.5000,0.920,41
1,0.0000,0,3,1,0,0,0.0000,1.000,20
1,0.0000,100,3,0,0,0,0.0000,0.000,25
1,0.0000,100,2,1,0,0,0.0000,0.000,16
1,0.0000,0,3,0,0,0,0.0000,1.000,31
2,0.1944,97,3,2,0,1,0.2000,0.030,25
14,2.3134,48,3,0,1,0,0.3333,0.640,28
1,0.0000,100,3,2,0,0,0.0000,0.000,36
9,0.8796,88,3,2,1,1,0.4000,0.120,69
1,0.0000,100,2,0,0,0,0.0000,0.000,32
1,0.0000,100,2,1,0,0,0.0000,0.000,23
1,0.0000,100,1,2,0,0,0.0000,0.000,31
1,0.0000,100,1,0,0,0,0.0000,0.000,34
1,0.0000,100,2,1,0,0,0.0000,0.000,37
1,0.0000,100,3,1,0,0,0.0000,0.000,19
2,0.9648,61,3,2,0,1,0.2000,0.780,27
1,0.0000,100,1,2,0,0,0.0000,0.000,38
1,0.0000,100,2,2,0,0,0.0000,0.000,99
1,0.0000,100,1,1,0,0,0.0000,0.000,14
39,3.7033,46,1,0,1,0,1.0000,0.960,33
22,2.4955,63,1,2,1,0,0.3333,0.890,53
2,0.9815,42,1,2,1,0,0.3333,0.580,23
2,0.9954,46,1,0,1,0,1.0000,0.540,47
1,0.0000,100,3,1,0,0,0.0000,0.000,24
1,0.0000,100,3,1,0,0,0.0000,0.000,20
2,0.9149,67,1,1,1,0,0.5000,0.330,15
2,0.3274,94,1,1,0,1,0.5000,0.060,22
46,4.8726,1,1,1,0,1,0.5000,0.990,17
99,6.6239,0,1,1,1,1,1.0000,6.360,24
9,0.9185,87,3,1,0,1,0.2500,0.130,22
14,1.3810,81,1,2,0,1,0.3333,0.190,31
1,0.0000,100,3,0,0,0,0.0000,0.000,12
1,0.0000,100,2,1,0,0,0.0000,0.000,19
1,0.0000,100,3,2,0,0,0.0000,0.000,115
1,0.0000,0,3,0,0,0,0.0000,2.000,21
1,0.0000,100,3,2,0,0,0.0000,0.000,15
7,1.9157,52,3,0,1,0,0.3333,0.660,24
1,0.0000,100,3,2,0,0,0.0000,0.000,15
1,0.0000,100,1,1,0,0,0.0000,0.000,15
2,0.4690,10,1,0,1,0,1.0000,0.900,39
20,1.9589,72,1,1,1,0,0.5000,0.400,15
1,0.0000,100,3,0,0,0,0.0000,0.000,22
1,0.0000,100,2,2,0,0,0.0000,0.000,55
1,0.0000,100,1,2,0,0,0.0000,0.000,55
1,0.0000,100,1,1,0,0,0.0000,0.000,26
1,0.0000,100,3,0,0,0,0.0000,0.000,21
1,0.0000,0,2,0,0,0,0.0000,1.000,59
1,0.0000,100,3,2,0,0,0.0000,0.000,19
2,0.9815,42,1,0,1,0,1.0000,0.580,21
1,0.0000,100,3,2,0,0,0.0000,0.000,18
1,0.0000,100,3,1,0,0,0.0000,0.000,21
1,0.0000,100,1,1,0,0,0.0000,0.000,37
2,0.2423,96,1,2,1,0,0.3333,0.040,18
1,0.0000,100,2,0,0,0,0.0000,0.000,13
1,0.0000,100,2,2,0,0,0.0000,0.000,45
3,0.1614,98,2,2,1,0,0.2500,0.040,38
1,0.0000,100,3,0,0,0,0.0000,0.000,42
20,3.4960,6,2,2,1,1,0.5000,0.940,27
1,0.0000,100,2,2,0,0,0.0000,0.000,32
1,0.0000,0,2,2,0,0,0.0000,1.000,51
58,5.2991,15,2,0,2,0,1.0000,1.810,24
1,0.0000,100,3,1,0,0,0.0000,0.000,16
1,0.0000,0,3,0,0,0,0.0000,1.000,23
1,0.0000,100,1,0,0,0,0.0000,0.000,48
1,0.0000,100,1,1,0,0,0.0000,0.000,33
1,0.0000,100,2,0,0,0,0.0000,0.000,18
1,0.0000,100,2,2,0,0,0.0000,0.000,16
1,0.0000,100,3,2,0,0,0.0000,0.000,30
4,1.4988,0,2,2,1,0,0.2500,1.000,14
1,0.0000,100,3,1,0,0,0.0000,0.000,37
40,4.8321,0,2,2,0,1,0.2500,1.000,20
1,0.0000,100,2,2,0,0,0.0000,0.000,23
1,0.0000,100,2,1,0,0,0.0000,0.000,12
1,0.0000,0,1,1,0,0,0.0000,1.000,22
1,0.0000,100,3,0,0,0,0.0000,0.000,41
1,0.0000,0,1,0,0,0,0.0000,6.000,19
2,0.0808,99,3,2,0,0,0.0000,0.010,14
12,1.3335,81,1,2,0,1,0.3333,0.190,12
1,0.0000,100,2,0,0,0,0.0000,0.000,41
1,0.0000,100,1,1,0,0,0.0000,0.000,133
4,0.2419,97,3,1,1,0,0.2500,0.040,19
1,0.0000,100,2,1,0,0,0.0000,0.000,25
1,0.0000,100,3,2,0,0,0.0000,0.000,23
1,0.0000,100,1,0,0,0,0.0000,0.000,16
1,0.0000,100,3,2,0,0,0.0000,0.000,29
1,0.0000,100,2,1,0,0,0.0000,0.000,33
1,0.0000,100,3,0,0,0,0.0000,0.000,28
1,0.0000,100,2,1,0,0,0.0000,0.000,31
2,0.9149,33,1,0,1,0,1.0000,0.670,17
69,5.2178,28,2,0,2,0,1.0000,1.270,12
11,2.8196,38,3,2,2,0,0.4000,0.810,81
1,0.0000,0,3,2,0,0,0.0000,1.000,29
3,0.1614,98,1,2,0,1,0.3333,0.020,25
1,0.0000,100,2,0,0,0,0.0000,0.000,26
1,0.0000,100,3,1,0,0,0.0000,0.000,45
1,0.0000,100,2,2,0,0,0.0000,0.000,16
1,0.0000,100,2,2,0,0,0.0000,0.000,31
5,0.9863,83,3,1,0,1,0.2500,0.170,13
1,0.0000,100,2,0,0,0,0.0000,0.000,17
96,6.5563,0,2,0,1,0,0.5000,6.570,17
98,6.6039,0,3,2,1,0,0.2000,5.340,21
1,0.0000,100,3,1,0,0,0.0000,0.000,20
59,5.0505,26,2,1,1,0,0.3333,1.650,51
1,0.0000,0,2,1,0,0,0.0000,1.000,53
3,0.1614,98,2,2,0,1,0.2500,0.020,17
1,0.0000,100,1,0,0,0,0.0000,0.000,41
1,0.0000,100,1,0,0,0,0.0000,0.000,13
20,3.4420,2,2,1,0,1,0.3333,0.980,17
1,0.0000,100,3,2,0,0,0.0000,0.000,16
1,0.0000,100,1,0,0,0,0.0000,0.000,15
13,1.7996,67,1,1,0,1,0.5000,0.330,22
1,0.0000,100,3,2,0,0,0.0000,0.000,41
13,1.7996,67,2,1,0,1,0.3333,0.330,12
1,0.0000,100,3,1,0,0,0.0000,0.000,16
1,0.0000,100,3,0,0,0,0.0000,0.000,35
1,0.0000,100,3,1,0,0,0.0000,0.000,23
1,0.0000,100,2,1,0,0,0.0000,0.000,19
1,0.0000,100,1,0,0,0,0.0000,0.000,36
1,0.0000,100,3,0,0,0,0.0000,0.000,12
1,0.0000,0,2,0,0,0,0.0000,1.000,96
1,0.0000,100,3,1,0,0,0.0000,0.000,39
1,0.0000,100,2,2,0,0,0.0000,0.000,14
1,0.0000,100,1,2,0,0,0.0000,0.000,22
1,0.0000,100,2,0,0,0,0.0000,0.000,24
1,0.0000,100,2,2,0,0,0.0000,0.000,13
1,0.0000,100,3,1,0,0,0.0000,0.000,20
1,0.0000,100,1,0,0,0,0.0000,0.000,15
10,2.3537,51,3,0,2,0,0.6667,0.650,23
1,0.0000,100,1,0,0,0,0.0000,0.000,13
10,1.4053,73,3,0,1,0,0.3333,0.300,35
40,4.8321,0,1,2,0,1,0.3333,1.000,32
91,6.4363,4,3,0,2,0,0.6667,3.060,25
1,0.0000,100,2,2,0,0,0.0000,0.000,33
24,2.7740,58,3,2,0,1,0.2000,0.420,34
1,0.0000,100,1,1,0,0,0.0000,0.000,27
1,0.0000,100,1,0,0,0,0.0000,0.000,14
1,0.0000,100,2,0,0,0,0.0000,0.000,41
1,0.0000,100,2,0,0,0,0.0000,0.000,39
1,0.0000,100,2,0,0,0,0.0000,0.000,19
40,4.1475,28,2,0,1,0,0.5000,1.140,24
10,1.2335,81,3,1,0,1,0.2500,0.190,14
2,0.7015,81,3,1,0,1,0.2500,0.950,17
1,0.0000,100,1,2,0,0,0.0000,0.000,20
4,0.9974,81,3,1,0,1,0.2500,0.190,26
2,0.8415,73,2,1,1,0,0.3333,0.270,30
1,0.0000,100,3,2,0,0,0.0000,0.000,20
1,0.0000,0,1,2,0,0,0.0000,1.000,42
98,6.6039,0,1,0,1,0,1.0000,5.290,15
1,0.0000,100,3,2,0,0,0.0000,0.000,15
1,0.0000,100,2,1,0,0,0.0000,0.000,39
12,1.2250,83,3,1,0,1,0.2500,0.170,15
1,0.0000,100,2,2,0,0,0.0000,0.000,33
88,6.2441,10,3,0,1,0,0.3333,3.890,28
75,5.5752,22,3,0,1,0,0.3333,2.780,47
13,1.4986,78,3,0,1,0,0.3333,0.240,19
26,1.9722,75,3,1,1,1,0.5000,1.190,165
48,4.5746,28,3,0,1,0,0.3333,1.260,28
1,0.0000,100,2,0,0,0,0.0000,0.000,15
1,0.0000,100,2,2,0,0,0.0000,0.000,15
1,0.0000,100,1,1,0,0,0.0000,0.000,47
1,0.0000,100,2,2,0,0,0.0000,0.000,34
1,0.0000,100,1,1,0,0,0.0000,0.000,74
1,0.0000,100,3,1,0,0,0.0000,0.000,41
1,0.0000,100,1,1,0,0,0.0000,0.000,15
4,1.9562,0,3,2,0,1,0.2000,1.000,30
1,0.0000,100,3,1,0,0,0.0000,0.000,70
1,0.0000,100,1,0,0,0,0.0000,0.000,17
1,0.0000,100,3,2,0,0,0.0000,0.000,52
98,6.6039,0,3,0,1,0,0.3333,4.380,18
1,0.0000,0,1,1,0,0,0.0000,1.000,21
1,0.0000,100,3,2,0,0,0.0000,0.000,60
1,0.0000,100,3,0,0,0,0.0000,0.000,79
1,0.0000,0,2,2,0,0,0.0000,2.000,16
12,2.5072,41,2,0,1,0,0.5000,0.700,25
72,5.3125,27,2,2,2,0,0.5000,3.010,51
1,0.0000,100,1,0,0,0,0.0000,0.000,19
3,0.1614,98,3,1,0,0,0.0000,0.020,36
1,0.0000,100,1,2,0,0,0.0000,0.000,57
1,0.0000,100,1,0,0,0,0.0000,0.000,24
1,0.0000,0,2,2,0,0,0.0000,1.000,28
4,0.4025,94,2,1,0,1,0.3333,0.060,13
