# expressivity.csv — ts=2026-09-02T19:54:06Z; git=9b818f3-dirty; clean=no(103); cpu=Intel(R) Xeon(R) 6975P-C; cores=16; mem=247GiB; os=Linux 6.17.0-1019-aws; jvm=OpenJDK 64-Bit Server VM 21.0.12 (Ubuntu); heap=24.0GiB; scala=3.8.1; sbt=2.0.8; build=scalac 3.8.1 -source:3.3 -feature -explain; tools=z3=Z3 version 5.1.0 - 64 bit  vampire=Vampire 5.1.0 (Release build, commit 7b2f410 on 2026-08-13 10:17:34 +0200)  egglog=egglog 3.0.0_2026-09-02_e5dea2d5; literalByRef=true patriciaOps=true; target=100000; bank=100; seed=12345
uniqueOut,entropy,nEmpty,nSpace,nPath,respSpace,respPath,respFrac,avgSize,nodes
2,0.1944,97,2,0,0,0,0.0000,0.030,34
1,0.0000,100,1,1,0,0,0.0000,0.000,22
1,0.0000,100,1,2,0,0,0.0000,0.000,107
1,0.0000,100,2,0,0,0,0.0000,0.000,23
84,6.2688,0,2,0,1,0,0.5000,3.380,18
1,0.0000,100,2,0,0,0,0.0000,0.000,68
1,0.0000,100,1,2,0,0,0.0000,0.000,42
46,4.8726,0,2,2,0,1,0.2500,1.190,29
1,0.0000,100,3,0,0,0,0.0000,0.000,19
1,0.0000,100,2,1,0,0,0.0000,0.000,27
1,0.0000,100,3,0,0,0,0.0000,0.000,60
1,0.0000,0,3,1,0,0,0.0000,1.000,41
1,0.0000,100,2,0,0,0,0.0000,0.000,15
46,4.8726,0,3,1,0,1,0.2500,1.000,51
7,0.9804,83,2,1,1,0,0.3333,0.180,32
1,0.0000,100,3,0,0,0,0.0000,0.000,19
5,1.2237,76,1,2,0,1,0.3333,0.240,43
1,0.0000,100,2,0,0,0,0.0000,0.000,26
1,0.0000,100,2,0,0,0,0.0000,0.000,19
1,0.0000,0,1,0,0,0,0.0000,2.000,28
1,0.0000,100,1,2,0,0,0.0000,0.000,15
3,0.3664,94,2,0,1,0,0.5000,0.070,20
1,0.0000,100,2,2,0,0,0.0000,0.000,30
2,0.1414,98,3,1,0,0,0.0000,0.020,26
1,0.0000,100,1,2,0,0,0.0000,0.000,31
1,0.0000,100,1,2,0,0,0.0000,0.000,23
1,0.0000,100,2,1,0,0,0.0000,0.000,67
1,0.0000,100,3,0,0,0,0.0000,0.000,20
1,0.0000,100,1,1,0,0,0.0000,0.000,34
9,2.4892,0,1,1,1,1,1.0000,3.150,20
1,0.0000,100,3,2,0,0,0.0000,0.000,39
20,3.8175,0,3,2,2,0,0.4000,3.580,39
46,4.8726,0,1,2,0,1,0.3333,1.000,15
1,0.0000,100,2,0,0,0,0.0000,0.000,28
1,0.0000,100,1,0,0,0,0.0000,0.000,19
1,0.0000,100,2,0,0,0,0.0000,0.000,18
1,0.0000,100,3,0,0,0,0.0000,0.000,25
4,0.4463,93,2,1,0,1,0.3333,0.070,47
1,0.0000,100,3,1,0,0,0.0000,0.000,25
1,0.0000,100,1,0,0,0,0.0000,0.000,19
21,2.5154,59,3,0,1,0,0.3333,0.840,22
96,6.5563,0,3,0,1,0,0.3333,4.050,65
1,0.0000,100,1,1,0,0,0.0000,0.000,22
72,5.2778,28,2,2,1,0,0.2500,3.430,30
1,0.0000,100,1,2,0,0,0.0000,0.000,34
1,0.0000,100,1,1,0,0,0.0000,0.000,12
31,3.4730,44,1,1,0,1,0.5000,0.560,27
1,0.0000,100,3,2,0,0,0.0000,0.000,52
1,0.0000,100,1,0,0,0,0.0000,0.000,18
1,0.0000,100,3,1,0,0,0.0000,0.000,23
1,0.0000,100,1,2,0,0,0.0000,0.000,16
6,0.4025,95,2,0,1,0,0.5000,0.060,34
96,6.5563,0,2,2,1,0,0.2500,4.930,22
1,0.0000,100,1,1,0,0,0.0000,0.000,40
41,4.1585,34,1,1,1,1,1.0000,1.100,29
12,1.5367,76,3,2,0,1,0.2000,0.240,23
2,0.1944,97,3,2,1,0,0.2000,0.030,31
1,0.0000,100,1,0,0,0,0.0000,0.000,53
44,4.7676,15,2,1,0,1,0.3333,0.850,34
1,0.0000,100,2,1,0,0,0.0000,0.000,14
1,0.0000,100,1,0,0,0,0.0000,0.000,26
2,0.1414,98,3,1,0,0,0.0000,0.020,44
4,1.9562,0,3,1,0,1,0.2500,1.000,28
1,0.0000,0,1,0,0,0,0.0000,1.000,18
1,0.0000,100,1,1,0,0,0.0000,0.000,18
2,0.8555,28,3,0,1,0,0.3333,1.440,19
1,0.0000,100,2,2,0,0,0.0000,0.000,23
1,0.0000,100,3,2,0,0,0.0000,0.000,17
1,0.0000,100,3,1,0,0,0.0000,0.000,22
1,0.0000,100,2,0,0,0,0.0000,0.000,20
1,0.0000,100,3,1,0,0,0.0000,0.000,24
1,0.0000,0,1,0,0,0,0.0000,1.000,12
98,6.6039,0,2,2,1,1,0.5000,4.900,35
1,0.0000,100,3,2,0,0,0.0000,0.000,13
47,4.9266,0,3,2,0,1,0.2000,2.010,30
16,3.7896,5,3,1,1,0,0.2500,2.210,14
1,0.0000,100,2,2,0,0,0.0000,0.000,20
70,5.1518,30,2,2,1,0,0.2500,3.330,19
2,0.0808,99,2,0,0,0,0.0000,0.010,39
1,0.0000,100,2,2,0,0,0.0000,0.000,29
96,6.5563,0,2,0,2,0,1.0000,4.070,53
3,0.1614,98,2,2,1,0,0.2500,0.020,37
1,0.0000,100,2,0,0,0,0.0000,0.000,18
14,1.3810,81,2,2,0,1,0.2500,0.190,14
1,0.0000,100,1,1,0,0,0.0000,0.000,15
98,6.6039,0,2,2,1,0,0.2500,7.980,17
20,1.7384,77,3,2,0,2,0.4000,0.520,31
1,0.0000,100,3,2,0,0,0.0000,0.000,23
1,0.0000,100,2,1,0,0,0.0000,0.000,49
1,0.0000,100,1,0,0,0,0.0000,0.000,13
56,5.4174,4,2,2,1,1,0.5000,3.000,48
1,0.0000,100,1,0,0,0,0.0000,0.000,23
6,1.0770,81,3,2,1,0,0.2000,0.200,85
1,0.0000,100,2,2,0,0,0.0000,0.000,16
57,5.5023,5,2,1,2,0,0.6667,2.660,45
1,0.0000,100,2,2,0,0,0.0000,0.000,28
1,0.0000,100,3,1,0,0,0.0000,0.000,13
1,0.0000,100,2,0,0,0,0.0000,0.000,36
1,0.0000,100,2,1,0,0,0.0000,0.000,35
1,0.0000,100,3,2,0,0,0.0000,0.000,118
1,0.0000,0,3,0,0,0,0.0000,1.000,16
1,0.0000,100,3,1,0,0,0.0000,0.000,25
1,0.0000,100,1,0,0,0,0.0000,0.000,53
2,0.0808,99,1,2,0,0,0.0000,0.010,27
1,0.0000,100,2,2,0,0,0.0000,0.000,18
1,0.0000,100,3,0,0,0,0.0000,0.000,53
46,4.8726,0,2,1,0,1,0.3333,1.000,19
1,0.0000,100,2,2,0,0,0.0000,0.000,42
1,0.0000,100,2,1,0,0,0.0000,0.000,63
2,0.0808,99,2,1,0,1,0.3333,0.020,32
37,3.9560,30,2,2,1,0,0.2500,1.080,18
1,0.0000,100,1,2,0,0,0.0000,0.000,26
1,0.0000,100,1,0,0,0,0.0000,0.000,27
1,0.0000,100,2,2,0,0,0.0000,0.000,34
1,0.0000,100,1,0,0,0,0.0000,0.000,22
1,0.0000,100,3,2,0,0,0.0000,0.000,19
29,2.6039,64,3,0,1,0,0.3333,2.360,20
1,0.0000,100,2,1,0,0,0.0000,0.000,45
15,2.2559,59,3,0,1,0,0.3333,0.550,16
1,0.0000,100,1,2,0,0,0.0000,0.000,18
1,0.0000,100,1,0,0,0,0.0000,0.000,23
1,0.0000,100,2,2,0,0,0.0000,0.000,34
1,0.0000,100,2,1,0,0,0.0000,0.000,38
1,0.0000,100,1,1,0,0,0.0000,0.000,50
98,6.6039,0,1,1,1,0,0.5000,5.860,17
1,0.0000,100,1,2,0,0,0.0000,0.000,14
4,1.9295,24,2,1,2,0,0.6667,1.000,78
1,0.0000,100,3,0,0,0,0.0000,0.000,27
1,0.0000,100,1,1,0,0,0.0000,0.000,37
1,0.0000,100,2,0,0,0,0.0000,0.000,35
1,0.0000,100,2,1,0,0,0.0000,0.000,13
8,0.6742,91,3,1,1,0,0.2500,0.110,38
1,0.0000,100,2,2,0,0,0.0000,0.000,19
46,4.8726,0,1,1,0,1,0.5000,1.000,26
46,4.8726,0,2,1,0,1,0.3333,5.950,20
12,1.4212,79,1,2,0,1,0.3333,0.350,20
1,0.0000,100,3,2,0,0,0.0000,0.000,92
40,4.0857,30,1,2,1,1,0.6667,1.110,40
1,0.0000,100,1,2,0,0,0.0000,0.000,25
1,0.0000,100,3,1,0,0,0.0000,0.000,23
2,0.8415,27,1,1,1,0,0.5000,0.730,29
40,4.1475,28,1,0,1,0,1.0000,1.140,21
1,0.0000,100,2,0,0,0,0.0000,0.000,65
1,0.0000,100,1,1,0,0,0.0000,0.000,27
1,0.0000,100,1,2,0,0,0.0000,0.000,17
1,0.0000,100,3,1,0,0,0.0000,0.000,287
6,0.4625,94,3,2,1,0,0.2000,0.060,31
1,0.0000,0,2,2,0,0,0.0000,1.000,27
1,0.0000,100,2,1,0,0,0.0000,0.000,24
1,0.0000,100,3,2,0,0,0.0000,0.000,25
1,0.0000,100,3,0,0,0,0.0000,0.000,70
1,0.0000,100,3,0,0,0,0.0000,0.000,36
93,6.4888,0,1,2,1,1,0.6667,4.270,13
1,0.0000,100,2,1,0,0,0.0000,0.000,29
89,6.3688,4,3,2,1,0,0.2000,2.850,23
1,0.0000,100,2,1,0,0,0.0000,0.000,21
1,0.0000,100,2,1,0,0,0.0000,0.000,25
1,0.0000,100,1,0,0,0,0.0000,0.000,26
1,0.0000,100,3,0,0,0,0.0000,0.000,21
1,0.0000,100,2,2,0,0,0.0000,0.000,13
5,0.8073,87,3,1,1,0,0.2500,0.200,14
35,3.8132,39,2,1,1,1,0.6667,0.610,15
1,0.0000,100,3,2,0,0,0.0000,0.000,15
14,1.3810,81,1,2,0,1,0.3333,0.190,23
1,0.0000,100,3,2,0,0,0.0000,0.000,28
1,0.0000,100,2,2,0,0,0.0000,0.000,20
98,6.6039,0,1,2,1,0,0.3333,4.370,32
1,0.0000,100,1,1,0,0,0.0000,0.000,22
1,0.0000,100,2,2,0,0,0.0000,0.000,19
1,0.0000,100,1,0,0,0,0.0000,0.000,14
1,0.0000,100,3,0,0,0,0.0000,0.000,16
31,4.3114,4,3,0,1,0,0.3333,0.960,12
13,2.4225,0,3,0,1,0,0.3333,1.980,29
5,0.9817,82,2,0,1,0,0.5000,0.180,19
1,0.0000,100,3,2,0,0,0.0000,0.000,78
1,0.0000,100,2,0,0,0,0.0000,0.000,16
1,0.0000,100,1,1,0,0,0.0000,0.000,16
1,0.0000,100,3,2,0,0,0.0000,0.000,107
1,0.0000,100,2,2,0,0,0.0000,0.000,25
1,0.0000,100,2,1,0,0,0.0000,0.000,17
46,4.8726,0,3,1,0,1,0.2500,3.000,51
1,0.0000,100,1,0,0,0,0.0000,0.000,119
3,0.3225,95,3,0,1,0,0.3333,0.210,18
1,0.0000,100,2,0,0,0,0.0000,0.000,20
35,4.5204,16,1,0,1,0,1.0000,0.840,12
1,0.0000,100,3,0,0,0,0.0000,0.000,43
37,3.9087,30,1,0,1,0,1.0000,1.070,60
1,0.0000,0,2,0,0,0,0.0000,1.000,23
1,0.0000,100,1,1,0,0,0.0000,0.000,24
99,6.6239,0,2,0,2,0,1.0000,9.290,50
1,0.0000,100,2,1,0,0,0.0000,0.000,52
1,0.0000,100,2,1,0,0,0.0000,0.000,14
1,0.0000,100,2,2,0,0,0.0000,0.000,49
1,0.0000,100,2,1,0,0,0.0000,0.000,54
1,0.0000,0,2,0,0,0,0.0000,1.000,13
1,0.0000,100,2,2,0,0,0.0000,0.000,15
4,1.2200,74,1,1,0,1,0.5000,0.260,85
1,0.0000,100,2,2,0,0,0.0000,0.000,13
1,0.0000,100,2,1,0,0,0.0000,0.000,28
38,4.7721,4,1,2,0,1,0.3333,1.090,26
1,0.0000,0,2,2,0,0,0.0000,1.000,23
4,0.3023,96,1,1,0,1,0.5000,0.040,18
1,0.0000,100,2,2,0,0,0.0000,0.000,17
1,0.0000,100,3,0,0,0,0.0000,0.000,120
3,0.2219,0,1,1,0,1,0.5000,1.030,34
1,0.0000,100,3,1,0,0,0.0000,0.000,24
1,0.0000,100,2,2,0,0,0.0000,0.000,38
1,0.0000,100,1,0,0,0,0.0000,0.000,37
1,0.0000,0,2,1,0,0,0.0000,1.000,15
9,0.9234,87,2,2,1,0,0.2500,0.150,13
1,0.0000,100,2,0,0,0,0.0000,0.000,13
1,0.0000,100,1,1,0,0,0.0000,0.000,23
11,1.4815,72,3,0,1,0,0.3333,0.310,22
1,0.0000,100,2,0,0,0,0.0000,0.000,58
4,1.9562,0,2,2,0,1,0.2500,1.000,25
4,1.8689,11,1,0,1,0,1.0000,1.270,20
2,0.0808,0,3,1,0,0,0.0000,1.010,16
6,0.8234,87,2,2,1,0,0.2500,0.140,19
5,0.3223,96,1,2,1,1,0.6667,0.040,33
1,0.0000,100,2,2,0,0,0.0000,0.000,31
1,0.0000,100,2,1,0,0,0.0000,0.000,18
1,0.0000,100,2,0,0,0,0.0000,0.000,18
1,0.0000,100,1,0,0,0,0.0000,0.000,51
10,1.2335,81,3,1,1,1,0.5000,0.190,23
1,0.0000,100,3,2,0,0,0.0000,0.000,66
1,0.0000,100,1,2,0,0,0.0000,0.000,22
10,1.2335,81,3,1,0,1,0.2500,0.190,13
1,0.0000,100,3,1,0,0,0.0000,0.000,30
1,0.0000,0,3,1,0,0,0.0000,1.000,69
27,3.1032,51,3,1,1,0,0.2500,0.660,24
7,1.4134,72,1,2,1,0,0.3333,0.290,40
30,4.0328,3,1,2,1,0,0.3333,0.970,14
98,6.6039,0,1,0,1,0,1.0000,4.380,60
2,0.0808,99,3,1,0,1,0.2500,0.010,28
72,5.5480,9,3,0,1,0,0.3333,3.500,73
1,0.0000,100,1,1,0,0,0.0000,0.000,20
1,0.0000,100,1,0,0,0,0.0000,0.000,22
5,0.3825,95,2,0,0,0,0.0000,0.080,77
1,0.0000,100,1,2,0,0,0.0000,0.000,26
1,0.0000,100,3,0,0,0,0.0000,0.000,22
1,0.0000,100,1,0,0,0,0.0000,0.000,13
46,4.8726,0,2,1,0,1,0.3333,1.000,66
1,0.0000,100,1,2,0,0,0.0000,0.000,18
8,0.8320,88,3,2,0,1,0.2000,0.120,17
1,0.0000,100,1,2,0,0,0.0000,0.000,26
1,0.0000,100,1,0,0,0,0.0000,0.000,47
1,0.0000,100,3,1,0,0,0.0000,0.000,58
46,4.8726,0,1,1,0,1,0.5000,1.000,12
1,0.0000,100,2,1,0,0,0.0000,0.000,23
1,0.0000,100,3,2,0,0,0.0000,0.000,27
31,3.1687,54,3,2,0,1,0.2000,0.460,15
1,0.0000,100,1,2,0,0,0.0000,0.000,16
1,0.0000,100,2,1,0,0,0.0000,0.000,40
1,0.0000,100,2,2,0,0,0.0000,0.000,27
16,3.6198,4,3,0,1,0,0.3333,2.560,15
2,0.2423,4,3,2,1,0,0.2000,0.960,15
1,0.0000,100,2,1,0,0,0.0000,0.000,18
1,0.0000,100,2,1,0,0,0.0000,0.000,22
1,0.0000,100,2,1,0,0,0.0000,0.000,49
1,0.0000,100,3,0,0,0,0.0000,0.000,27
16,1.9693,65,2,2,1,0,0.2500,0.410,26
75,5.8039,16,1,0,1,0,1.0000,1.620,51
1,0.0000,100,1,2,0,0,0.0000,0.000,12
10,0.7218,91,2,1,1,1,0.6667,0.110,15
1,0.0000,0,2,0,0,0,0.0000,1.000,45
8,1.2154,76,3,1,0,1,0.2500,0.240,67
70,5.1081,31,2,0,2,0,1.0000,4.740,14
17,1.9810,66,3,2,1,1,0.4000,0.340,16
1,0.0000,100,2,0,0,0,0.0000,0.000,52
1,0.0000,100,3,0,0,0,0.0000,0.000,51
1,0.0000,100,3,0,0,0,0.0000,0.000,12
1,0.0000,100,2,1,0,0,0.0000,0.000,16
1,0.0000,100,3,0,0,0,0.0000,0.000,61
1,0.0000,100,3,2,0,0,0.0000,0.000,72
17,1.2743,84,2,0,1,0,0.5000,0.890,46
1,0.0000,100,1,1,0,0,0.0000,0.000,26
1,0.0000,100,2,0,0,0,0.0000,0.000,27
1,0.0000,0,1,0,0,0,0.0000,6.000,44
1,0.0000,100,1,1,0,0,0.0000,0.000,22
14,3.4768,17,1,0,1,0,1.0000,1.290,23
1,0.0000,100,3,0,0,0,0.0000,0.000,17
1,0.0000,100,2,2,0,0,0.0000,0.000,20
1,0.0000,100,1,2,0,0,0.0000,0.000,23
96,6.5563,0,2,0,1,0,0.5000,4.050,48
2,0.9149,33,2,0,2,0,1.0000,0.670,12
1,0.0000,100,2,2,0,0,0.0000,0.000,18
1,0.0000,100,2,2,0,0,0.0000,0.000,24
1,0.0000,100,1,2,0,0,0.0000,0.000,37
1,0.0000,100,1,1,0,0,0.0000,0.000,27
1,0.0000,100,2,0,0,0,0.0000,0.000,14
1,0.0000,100,2,2,0,0,0.0000,0.000,38
1,0.0000,100,1,0,0,0,0.0000,0.000,18
1,0.0000,100,2,1,0,0,0.0000,0.000,33
1,0.0000,100,2,0,0,0,0.0000,0.000,23
1,0.0000,100,2,2,0,0,0.0000,0.000,51
1,0.0000,100,1,0,0,0,0.0000,0.000,19
17,2.2871,60,3,1,2,0,0.5000,0.500,32
1,0.0000,0,1,1,0,0,0.0000,1.000,34
46,4.8726,0,1,2,0,1,0.3333,3.000,39
1,0.0000,100,1,1,0,0,0.0000,0.000,15
1,0.0000,100,2,1,0,0,0.0000,0.000,17
96,6.5563,0,2,0,1,0,0.5000,4.050,22
62,5.4996,0,3,1,1,0,0.2500,2.580,22
1,0.0000,100,3,0,0,0,0.0000,0.000,18
13,0.9596,88,2,0,1,0,0.5000,0.230,60
1,0.0000,100,2,0,0,0,0.0000,0.000,27
1,0.0000,100,3,1,0,0,0.0000,0.000,25
1,0.0000,0,3,1,0,0,0.0000,3.000,25
46,4.8726,0,2,1,0,1,0.3333,1.000,12
1,0.0000,100,3,2,0,0,0.0000,0.000,14
1,0.0000,100,2,2,0,0,0.0000,0.000,31
1,0.0000,100,1,0,0,0,0.0000,0.000,16
96,6.5563,0,3,0,1,0,0.3333,4.050,22
1,0.0000,100,1,2,0,0,0.0000,0.000,37
1,0.0000,100,1,2,0,0,0.0000,0.000,47
1,0.0000,100,2,1,0,0,0.0000,0.000,17
1,0.0000,100,1,0,0,0,0.0000,0.000,35
96,6.5563,0,3,0,1,0,0.3333,4.050,50
1,0.0000,100,2,1,0,0,0.0000,0.000,30
1,0.0000,100,3,0,0,0,0.0000,0.000,33
23,1.7412,0,3,0,1,0,0.3333,2.020,54
1,0.0000,100,3,2,0,0,0.0000,0.000,20
1,0.0000,100,3,0,0,0,0.0000,0.000,22
1,0.0000,100,1,1,0,0,0.0000,0.000,29
1,0.0000,100,1,1,0,0,0.0000,0.000,12
1,0.0000,100,1,0,0,0,0.0000,0.000,88
1,0.0000,100,3,2,0,0,0.0000,0.000,33
98,6.6039,0,2,1,1,0,0.3333,4.380,30
1,0.0000,100,1,0,0,0,0.0000,0.000,37
2,0.0808,99,2,0,0,0,0.0000,0.010,23
1,0.0000,100,2,2,0,0,0.0000,0.000,24
2,0.1414,98,2,1,0,0,0.0000,0.020,41
1,0.0000,0,2,0,0,0,0.0000,2.000,23
54,4.9810,23,1,0,1,0,1.0000,1.480,37
1,0.0000,100,3,1,0,0,0.0000,0.000,54
1,0.0000,100,1,1,0,0,0.0000,0.000,76
1,0.0000,0,1,0,0,0,0.0000,1.000,15
1,0.0000,100,1,0,0,0,0.0000,0.000,35
1,0.0000,100,3,1,0,0,0.0000,0.000,15
1,0.0000,100,2,1,0,0,0.0000,0.000,17
96,6.5639,0,3,0,1,0,0.3333,5.310,18
1,0.0000,100,2,0,0,0,0.0000,0.000,21
2,0.0808,0,1,1,0,1,0.5000,1.010,32
1,0.0000,100,2,0,0,0,0.0000,0.000,34
13,1.2450,83,3,1,0,1,0.2500,0.170,22
1,0.0000,100,2,0,0,0,0.0000,0.000,60
1,0.0000,100,1,2,0,0,0.0000,0.000,14
59,4.3791,42,2,0,1,0,0.5000,4.350,16
1,0.0000,100,2,1,0,0,0.0000,0.000,12
1,0.0000,100,2,1,0,0,0.0000,0.000,29
37,2.8582,63,1,1,1,1,1.0000,1.210,35
2,0.9765,41,2,1,1,0,0.3333,0.590,34
2,0.5574,87,2,0,1,0,0.5000,0.130,23
10,1.9700,54,2,2,1,0,0.2500,0.500,22
1,0.0000,100,2,2,0,0,0.0000,0.000,69
1,0.0000,100,2,2,0,0,0.0000,0.000,47
1,0.0000,0,1,1,0,0,0.0000,1.000,16
1,0.0000,100,2,2,0,0,0.0000,0.000,20
1,0.0000,100,1,2,0,0,0.0000,0.000,18
1,0.0000,100,3,2,0,0,0.0000,0.000,36
1,0.0000,100,1,0,0,0,0.0000,0.000,21
1,0.0000,0,3,0,0,0,0.0000,4.000,22
2,0.2423,96,1,0,1,0,1.0000,0.040,63
1,0.0000,100,3,1,0,0,0.0000,0.000,22
1,0.0000,100,2,2,0,0,0.0000,0.000,45
3,0.1614,98,3,2,0,0,0.0000,0.020,26
1,0.0000,100,3,2,0,0,0.0000,0.000,14
98,6.6039,0,2,0,1,0,0.5000,4.380,15
1,0.0000,0,1,0,0,0,0.0000,1.000,37
1,0.0000,100,3,2,0,0,0.0000,0.000,13
1,0.0000,100,2,0,0,0,0.0000,0.000,35
1,0.0000,100,2,1,0,0,0.0000,0.000,26
72,5.2778,28,2,0,1,0,0.5000,6.910,18
1,0.0000,100,3,1,0,0,0.0000,0.000,53
1,0.0000,100,2,1,0,0,0.0000,0.000,16
1,0.0000,100,1,1,0,0,0.0000,0.000,43
1,0.0000,100,1,0,0,0,0.0000,0.000,25
14,1.3810,81,1,1,0,1,0.5000,0.190,51
1,0.0000,100,1,1,0,0,0.0000,0.000,112
100,6.6439,0,3,0,2,0,0.6667,6.640,15
1,0.0000,100,2,2,0,0,0.0000,0.000,65
5,0.7883,87,2,1,0,1,0.3333,0.130,13
1,0.0000,100,1,1,0,0,0.0000,0.000,62
1,0.0000,100,1,2,0,0,0.0000,0.000,24
1,0.0000,100,2,1,0,0,0.0000,0.000,32
13,1.7996,67,1,1,0,1,0.5000,0.330,21
1,0.0000,0,2,1,0,0,0.0000,2.000,22
13,1.6889,71,3,1,0,1,0.2500,0.290,37
1,0.0000,100,3,0,0,0,0.0000,0.000,32
5,1.2512,75,1,2,0,1,0.3333,0.250,14
1,0.0000,100,3,0,0,0,0.0000,0.000,31
1,0.0000,100,3,2,0,0,0.0000,0.000,33
1,0.0000,0,3,0,0,0,0.0000,1.000,14
1,0.0000,100,2,0,0,0,0.0000,0.000,26
2,0.5294,88,2,2,0,0,0.0000,0.120,78
5,0.3223,96,2,0,1,0,0.5000,0.120,16
1,0.0000,0,1,2,0,0,0.0000,1.000,37
1,0.0000,100,1,0,0,0,0.0000,0.000,69
78,5.8543,14,1,2,1,0,0.3333,2.180,51
40,4.8321,0,1,2,0,1,0.3333,1.000,13
1,0.0000,100,2,1,0,0,0.0000,0.000,34
46,4.8726,0,2,2,0,1,0.2500,1.000,17
32,3.4603,44,1,0,1,0,1.0000,0.790,22
1,0.0000,100,2,0,0,0,0.0000,0.000,12
46,4.8726,0,3,1,0,1,0.2500,1.000,12
46,4.8726,0,2,1,0,1,0.3333,1.000,35
13,1.5433,77,3,0,1,0,0.3333,0.240,20
1,0.0000,100,2,0,0,0,0.0000,0.000,51
1,0.0000,100,3,2,0,0,0.0000,0.000,15
21,2.4033,63,2,1,2,0,0.6667,0.470,29
1,0.0000,0,3,1,0,0,0.0000,4.000,39
62,5.4178,2,1,2,1,0,0.3333,1.850,26
1,0.0000,100,1,0,0,0,0.0000,0.000,12
1,0.0000,100,3,0,0,0,0.0000,0.000,19
1,0.0000,100,2,1,0,0,0.0000,0.000,53
98,6.6039,0,1,0,1,0,1.0000,7.130,29
38,4.0661,34,2,2,1,0,0.2500,1.000,17
1,0.0000,100,3,2,0,0,0.0000,0.000,31
1,0.0000,100,1,2,0,0,0.0000,0.000,35
20,1.7309,77,2,2,1,0,0.2500,0.300,19
1,0.0000,100,3,0,0,0,0.0000,0.000,25
1,0.0000,100,1,0,0,0,0.0000,0.000,60
4,0.6061,90,1,1,0,1,0.5000,0.100,15
82,6.2288,0,2,1,1,0,0.3333,3.310,28
1,0.0000,100,1,0,0,0,0.0000,0.000,16
92,6.4563,3,3,0,1,0,0.3333,3.150,27
72,5.2778,28,1,0,1,0,1.0000,13.500,26
1,0.0000,100,2,1,0,0,0.0000,0.000,24
3,0.2219,97,1,2,0,0,0.0000,0.030,47
1,0.0000,100,1,2,0,0,0.0000,0.000,18
1,0.0000,100,3,0,0,0,0.0000,0.000,27
13,2.3617,50,2,1,1,0,0.3333,0.610,154
1,0.0000,100,2,1,0,0,0.0000,0.000,22
1,0.0000,100,3,2,0,0,0.0000,0.000,20
1,0.0000,100,3,1,0,0,0.0000,0.000,16
1,0.0000,100,2,2,0,0,0.0000,0.000,31
1,0.0000,100,3,1,0,0,0.0000,0.000,15
1,0.0000,100,3,0,0,0,0.0000,0.000,19
2,0.0808,99,1,0,1,0,1.0000,0.010,18
2,0.1414,98,1,0,0,0,0.0000,0.020,19
46,4.8726,0,3,2,0,1,0.2000,2.000,22
98,6.6039,0,1,1,1,0,0.5000,4.380,16
5,1.1779,76,1,2,0,1,0.3333,0.240,26
1,0.0000,100,3,2,0,0,0.0000,0.000,17
1,0.0000,100,1,2,0,0,0.0000,0.000,12
1,0.0000,100,2,0,0,0,0.0000,0.000,22
56,4.8442,1,3,2,1,2,0.6000,1.470,43
46,4.8726,0,3,2,0,1,0.2000,2.000,18
37,4.1847,31,1,0,1,0,1.0000,1.070,47
1,0.0000,100,2,1,0,0,0.0000,0.000,41
1,0.0000,0,1,1,0,0,0.0000,1.000,13
1,0.0000,100,1,0,0,0,0.0000,0.000,35
3,1.2026,58,1,1,0,1,0.5000,0.420,20
2,0.9507,63,3,2,0,1,0.2000,0.370,14
1,0.0000,100,3,0,0,0,0.0000,0.000,41
43,4.3893,25,1,1,1,1,1.0000,1.240,23
7,0.5424,93,1,2,0,1,0.3333,0.070,20
2,1.0000,50,3,0,1,0,0.3333,0.500,16
1,0.0000,100,3,2,0,0,0.0000,0.000,16
1,0.0000,0,2,1,0,0,0.0000,2.000,38
1,0.0000,100,1,1,0,0,0.0000,0.000,35
1,0.0000,100,2,1,0,0,0.0000,0.000,41
13,3.2643,10,2,1,1,0,0.3333,6.100,30
2,0.0808,99,2,1,0,1,0.3333,0.010,23
1,0.0000,100,2,2,0,0,0.0000,0.000,75
1,0.0000,100,1,1,0,0,0.0000,0.000,43
1,0.0000,100,2,1,0,0,0.0000,0.000,17
1,0.0000,100,3,2,0,0,0.0000,0.000,19
2,0.5294,88,3,2,1,0,0.2000,0.120,12
1,0.0000,100,1,1,0,0,0.0000,0.000,76
53,5.1391,17,2,0,1,0,0.5000,1.510,21
1,0.0000,0,3,2,0,0,0.0000,1.000,23
1,0.0000,100,1,0,0,0,0.0000,0.000,36
4,1.4885,0,1,0,1,0,1.0000,2.440,30
23,2.7459,53,2,1,2,0,0.6667,0.640,52
1,0.0000,100,3,1,0,0,0.0000,0.000,16
2,0.0808,1,1,2,0,0,0.0000,1.980,13
1,0.0000,100,2,2,0,0,0.0000,0.000,79
20,3.1660,0,1,2,1,1,0.6667,6.170,31
1,0.0000,100,3,1,0,0,0.0000,0.000,26
96,6.5563,0,2,0,1,0,0.5000,4.050,18
13,1.4688,79,3,2,1,0,0.2000,0.210,51
1,0.0000,100,1,0,0,0,0.0000,0.000,13
1,0.0000,100,3,1,0,0,0.0000,0.000,26
1,0.0000,100,1,1,0,0,0.0000,0.000,43
1,0.0000,100,2,1,0,0,0.0000,0.000,13
