rule_id	kind	line	operations	tier	status	artifacts	note	rule
zipper-descend:0144	rewrite	517	SuffixClosureOp,EmptyZ	mixed	proved-bounded	eager_suffix_closure_set_equiv,zipper_suffix_closure_materialization_equiv,arbitrary_zipper_suffix_closure_set_equiv,set_child_suffix_closure_derivative,antimirov_suffix_frontier_state_child_fo,antimirov_suffix_frontier_nested_fo,set_terminal_suffix_closure_empty,suffix_closure_idempotent,suffix_closure_child_derivative_a,suffix_closure_child_derivative_b,suffix-closure-open:space_optimized_open,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (SuffixClosureOp (EmptyZ)) (EmptyZ))
zipper-descend:0145	rewrite	518	TailsClosureOp,EmptyZ	mixed	proved-bounded	eager_tails_closure_set_equiv,zipper_tails_closure_materialization_equiv,arbitrary_zipper_tails_closure_set_equiv,set_child_tails_closure_derivative,antimirov_tails_frontier_state_child_fo,antimirov_tails_frontier_nested_fo,antimirov_tails_frontier_nested_a_b,set_tails_closure_definition_fo,tails_closure_idempotent,tails_closure_definition,child_tails_closure_derivative_a,child_tails_closure_derivative_b,tails_closure_unfold_base_or_step,suffix_closure_child_derivative_a,suffix_closure_child_derivative_b,tails-closure-open:space_optimized_open,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (TailsClosureOp (EmptyZ)) (EmptyZ))
zipper-descend:0146	rewrite	519	RangeOp,EmptyZ	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeOp (EmptyZ) start end) (EmptyZ))
zipper-descend:0147	rewrite	520	RangeOp	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeOp z "0" "0") z)
zipper-descend:0148	rewrite	521	RangeOp,EmptyZ	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeOp z "1" "1") (EmptyZ))
zipper-descend:0149	rewrite	522	RangeOp,RangeFirstOp	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_range_first_materialization_equiv,set_range_first_terminal_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeOp z "0" "1") (RangeFirstOp z))
zipper-descend:0150	rewrite	523	RangeOp,RangeLastOp	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_range_last_materialization_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeOp z "-1" "0") (RangeLastOp z))
zipper-descend:0151	rewrite	524	RangeOp,RangeDropLastOp	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_range_drop_last_materialization_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeOp z "0" "-1") (RangeDropLastOp z))
zipper-descend:0152	rewrite	525	RangeOp,RangeLastOp,RangeDropLastOp	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_range_last_materialization_equiv,zipper_range_drop_last_materialization_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeOp z "-2" "-1") (RangeLastOp (RangeDropLastOp z)))
zipper-descend:0153	rewrite	526	RangeFirstOp,EmptyZ	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (EmptyZ)) (EmptyZ))
zipper-descend:0154	rewrite	527	RangeFirstOp,TrieZ	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (TrieZ (Singleton p))) (TrieZ (Singleton p)))
zipper-descend:0155	rewrite	528	RangeFirstOp,TrieZ	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (TrieZ (Union (Singleton (Eps)) rest))) (TrieZ (Singleton (Eps))))
zipper-descend:0156	rewrite	529	RangeFirstOp,TrieZ	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (TrieZ (Union rest (Singleton (Eps))))) (TrieZ (Singleton (Eps))))
zipper-descend:0157	rewrite	530	RangeFirstOp,TrieZ,ordered-before	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (TrieZ (Union (Singleton (Concat (Item left) left-tail)) (Singleton (Concat (Item right) right-tail))))) (TrieZ (Singleton (Concat (Item left) left-tail))) :when ((ordered-before left right)))
zipper-descend:0158	rewrite	533	RangeFirstOp,TrieZ,ordered-before	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (TrieZ (Union (Singleton (Concat (Item left) left-tail)) (Singleton (Concat (Item right) right-tail))))) (TrieZ (Singleton (Concat (Item right) right-tail))) :when ((ordered-before right left)))
zipper-descend:0159	rewrite	536	RangeFirstOp,TrieZ,ordered-before	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (TrieZ (Union (Singleton (Item left)) (Singleton (Item right))))) (TrieZ (Singleton (Item left))) :when ((ordered-before left right)))
zipper-descend:0160	rewrite	539	RangeFirstOp,TrieZ,ordered-before	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (TrieZ (Union (Singleton (Item left)) (Singleton (Item right))))) (TrieZ (Singleton (Item right))) :when ((ordered-before right left)))
zipper-descend:0161	rewrite	542	RangeLastOp,EmptyZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (EmptyZ)) (EmptyZ))
zipper-descend:0162	rewrite	543	RangeLastOp,TrieZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Singleton p))) (TrieZ (Singleton p)))
zipper-descend:0163	rewrite	544	RangeLastOp,TrieZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union (Singleton (Eps)) (Singleton p)))) (TrieZ (Singleton p)))
zipper-descend:0164	rewrite	545	RangeLastOp,TrieZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union (Singleton p) (Singleton (Eps))))) (TrieZ (Singleton p)))
zipper-descend:0165	rewrite	546	RangeLastOp,TrieZ,nonempty-focus	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union (Singleton (Eps)) rest))) (RangeLastOp (TrieZ rest)) :when ((nonempty-focus (TrieZ rest))))
zipper-descend:0166	rewrite	548	RangeLastOp,TrieZ,nonempty-focus	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union rest (Singleton (Eps))))) (RangeLastOp (TrieZ rest)) :when ((nonempty-focus (TrieZ rest))))
