rule_id	kind	line	operations	tier	status	artifacts	note	rule
zipper-descend:0519	rewrite	1372	UnionOp,Child	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (UnionZ a b)) (UnionOp (Child item a) (Child item b)))
zipper-descend:0520	rewrite	1373	WrapOp,Child	mixed	proved-bounded	eager_wrap_set_equiv,zipper_wrap_materialization_equiv,arbitrary_zipper_wrap_set_equiv,set_child_wrap_hit,set_terminal_wrap,wrap_unwrap_left_inverse_a,wrap_unwrap_left_inverse_b,wrap_unwrap_left_inverse_ab,wrap_unwrap_restriction_a,wrap_unwrap_restriction_b,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (PrefixZipper p z)) (Child item (WrapOp z p)))
zipper-descend:0521	rewrite	1374	Child,TrieZ,EmptyZ	mixed	proved-bounded	zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (TrieZ (Empty))) (EmptyZ))
zipper-descend:0522	rewrite	1375	Child,TrieZ,EmptyZ	mixed	proved-bounded	zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (TrieZ (Singleton (Eps)))) (EmptyZ))
zipper-descend:0523	rewrite	1376	Child,TrieZ	mixed	proved-bounded	zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (TrieZ (Singleton (Item item)))) (TrieZ (Singleton (Eps))))
zipper-descend:0524	rewrite	1377	Child,TrieZ,EmptyZ	mixed	proved-bounded	zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (TrieZ (Singleton (Item other)))) (EmptyZ) :when ((!= item other)))
zipper-descend:0525	rewrite	1378	Child,TrieZ	mixed	proved-bounded	zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (TrieZ (Singleton (Concat (Item item) rest)))) (TrieZ (Singleton rest)))
zipper-descend:0526	rewrite	1379	Child,TrieZ,EmptyZ	mixed	proved-bounded	zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (TrieZ (Singleton (Concat (Item other) rest)))) (EmptyZ) :when ((!= item other)))
zipper-descend:0527	rewrite	1380	UnionOp,Child,TrieZ	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (TrieZ (Union a b))) (UnionOp (Child item (TrieZ a)) (Child item (TrieZ b))))
zipper-descend:0528	rewrite	1381	PatchChildOp,Child	mixed	proved-bounded	zipper_patch_child_terminal_equiv,zipper_patch_child_hit_equiv,zipper_patch_child_miss_equiv,zipper_patch_child_identity_equiv,zipper_context_graft_materialization,patch_child_hit_a,patch_child_hit_b,patch_child_miss_b,patch_child_miss_a,patch_child_identity_a,patch_child_identity_b,patch_child_terminal_preserved,patch_child_materialization_a,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (PatchChildOp parent item replacement)) replacement)
zipper-descend:0529	rewrite	1382	PatchChildOp,Child	mixed	proved-bounded	zipper_patch_child_terminal_equiv,zipper_patch_child_hit_equiv,zipper_patch_child_miss_equiv,zipper_patch_child_identity_equiv,zipper_context_graft_materialization,patch_child_hit_a,patch_child_hit_b,patch_child_miss_b,patch_child_miss_a,patch_child_identity_a,patch_child_identity_b,patch_child_terminal_preserved,patch_child_materialization_a,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (PatchChildOp parent other replacement)) (Child item parent) :when ((!= item other)))
zipper-descend:0530	rewrite	1387	Child,MemoZ	mixed	proved-bounded	zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_memo_materialization_equiv,zipper_memo_terminal_equiv,zipper_memo_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (MemoZ z)) (MemoZ (Child item z)))
zipper-descend:0531	rewrite	1388	UnionOp,Child	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (UnionOp a b)) (UnionOp (Child item a) (Child item b)))
zipper-descend:0532	rewrite	1389	JoinAllOp3,Child	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,child_union_a,child_union_b,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (JoinAllOp3 a b c)) (JoinAllOp3 (Child item a) (Child item b) (Child item c)))
zipper-descend:0533	rewrite	1390	IntersectionOp,Child	mixed	proved-bounded	zipper_intersection_terminal_equiv,zipper_intersection_child_equiv,set_child_intersection_fo,set_intersection_idempotent_fo,set_intersection_associative_fo,child_intersection_a,child_intersection_b,intersection_associative,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (IntersectionOp a b)) (IntersectionOp (Child item a) (Child item b)))
zipper-descend:0534	rewrite	1391	MeetAllOp3,Child	mixed	proved-bounded	zipper_intersection_terminal_equiv,zipper_intersection_child_equiv,child_intersection_a,child_intersection_b,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (MeetAllOp3 a b c)) (MeetAllOp3 (Child item a) (Child item b) (Child item c)))
zipper-descend:0535	rewrite	1392	DiffOp,Child	mixed	proved-bounded	zipper_diff_terminal_equiv,zipper_diff_child_equiv,set_child_diff_fo,set_diff_self_empty_fo,set_diff_union_rhs_fo,child_diff_a,child_diff_b,diff_self_empty,diff_union_rhs,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (DiffOp a b)) (DiffOp (Child item a) (Child item b)))
zipper-descend:0536	rewrite	1397	RestrictionOp,Child,TrieZ	mixed	proved-bounded	eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RestrictionOp src (TrieZ (Singleton (Eps))))) (Child item src))
zipper-descend:0537	rewrite	1398	UnionOp,RestrictionOp,Child,TrieZ	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RestrictionOp src (UnionOp (TrieZ (Singleton (Eps))) prefixes))) (Child item src))
zipper-descend:0538	rewrite	1399	UnionOp,RestrictionOp,Child,TrieZ	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RestrictionOp src (UnionOp prefixes (TrieZ (Singleton (Eps)))))) (Child item src))
zipper-descend:0539	rewrite	1400	RestrictionOp,Child,TrieZ	mixed	proved-bounded	eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RestrictionOp src (TrieZ (Singleton (Item item))))) (RestrictionOp (Child item src) (TrieZ (Singleton (Eps)))))
zipper-descend:0540	rewrite	1401	RestrictionOp,Child,TrieZ,EmptyZ	mixed	proved-bounded	eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RestrictionOp src (TrieZ (Singleton (Item other))))) (EmptyZ) :when ((!= item other)))
zipper-descend:0541	rewrite	1402	RestrictionOp,Child,TrieZ	mixed	proved-bounded	eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RestrictionOp src (TrieZ (Singleton (Concat (Item head) rest))))) (RestrictionOp (Child item src) (Child item (TrieZ (Singleton (Concat (Item head) rest))))))
zipper-descend:0542	rewrite	1403	RestrictionOp,Child,TrieZ	mixed	proved-bounded	eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RestrictionOp src (TrieZ (Union p q)))) (RestrictionOp (Child item src) (Child item (TrieZ (Union p q)))))
zipper-descend:0543	rewrite	1405	DiffOp,RestrictionOp,RaffinationOp,Child	mixed	proved-bounded	zipper_diff_terminal_equiv,zipper_diff_child_equiv,set_child_diff_fo,set_diff_self_empty_fo,set_diff_union_rhs_fo,child_diff_a,child_diff_b,diff_self_empty,diff_union_rhs,eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,eager_raffination_set_equiv,zipper_raffination_materialization_equiv,arbitrary_zipper_raffination_set_equiv,set_child_raffination_derivative,set_restriction_raffination_partition_fo,set_restriction_raffination_disjoint_fo,restriction_raffination_partition,restriction_raffination_disjoint,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,set_child_product_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (Child item (RaffinationOp src prefixes)) (Child item (DiffOp src (RestrictionOp src prefixes))))
